"id","year","age","class","degree","sex","marital","race","region","partyid","happy","relig","cappun","finalter","natspac","natarms","conclerg","confed","conpress","conjudge","consci","conlegis","zodiac","oversamp","postlife"
604,1984,"68","MIDDLE CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","E. NOR. CENTRAL","NOT STR REPUBLICAN","HAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO MUCH","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","A GREAT DEAL","ARIES",1,"YES"
347,1984,"35","MIDDLE CLASS","GRADUATE","MALE","MARRIED","WHITE","SOUTH ATLANTIC","NOT STR DEMOCRAT","UNHAPPY","CATHOLIC","OPPOSE","BETTER","ABOUT RIGHT","TOO MUCH","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","2","ONLY SOME","TAURUS",1,NA
886,1984,"51","MIDDLE CLASS","HIGH SCHOOL","FEMALE","WIDOWED","WHITE","SOUTH ATLANTIC","NOT STR REPUBLICAN","UNHAPPY","PROTESTANT","FAVOR","BETTER","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME","1","ONLY SOME","VIRGO",1,"YES"
820,1984,"31","MIDDLE CLASS","HIGH SCHOOL","MALE","DIVORCED","WHITE","SOUTH ATLANTIC","STRONG REPUBLICAN","HAPPY","PROTESTANT","FAVOR","BETTER","TOO LITTLE","TOO LITTLE","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","1","HARDLY ANY","CANCER",1,NA
1140,1984,"41","WORKING CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","E. NOR. CENTRAL","IND,NEAR DEM","HAPPY","PROTESTANT","FAVOR","WORSE","TOO LITTLE","ABOUT RIGHT","HARDLY ANY","A GREAT DEAL","HARDLY ANY","HARDLY ANY","1","HARDLY ANY","SAGITTARIUS",1,"YES"
699,1984,"27","MIDDLE CLASS","HIGH SCHOOL","MALE","MARRIED","BLACK","E. SOU. CENTRAL","NOT STR DEMOCRAT","HAPPY","PROTESTANT","FAVOR","BETTER","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","1","ONLY SOME","TAURUS",1,"YES"
320,1984,"56","WORKING CLASS","LT HIGH SCHOOL","FEMALE","MARRIED","BLACK","SOUTH ATLANTIC","STRONG DEMOCRAT","HAPPY","PROTESTANT","OPPOSE","STAYED SAME","TOO MUCH","TOO MUCH","ONLY SOME","ONLY SOME","HARDLY ANY","A GREAT DEAL","2","ONLY SOME","AQUARIUS",1,"YES"
1015,1984,"33","WORKING CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","PACIFIC","NOT STR REPUBLICAN","HAPPY","JEWISH","FAVOR","BETTER","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","1","ONLY SOME","ARIES",1,NA
948,1984,"45","MIDDLE CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","MOUNTAIN","INDEPENDENT","HAPPY","PROTESTANT","OPPOSE","BETTER","TOO MUCH","TOO MUCH","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","2","ONLY SOME","SAGITTARIUS",1,"YES"
907,1984,"25","UPPER CLASS","JUNIOR COLLEGE","MALE","NEVER MARRIED","WHITE","PACIFIC","INDEPENDENT","UNHAPPY","NONE","FAVOR","WORSE","TOO MUCH","TOO MUCH","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY","1","ONLY SOME","PISCES",1,NA
626,1984,"42","WORKING CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","E. NOR. CENTRAL","NOT STR DEMOCRAT","HAPPY","PROTESTANT","FAVOR","BETTER","TOO LITTLE","TOO MUCH","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","LIBRA",1,"YES"
1335,1984,"34","MIDDLE CLASS","GRADUATE","FEMALE","NEVER MARRIED","WHITE","W. SOU. CENTRAL","NOT STR DEMOCRAT","HAPPY","PROTESTANT","FAVOR","STAYED SAME","ABOUT RIGHT","ABOUT RIGHT","HARDLY ANY","ONLY SOME","ONLY SOME","A GREAT DEAL","1","ONLY SOME","CAPRICORN",1,"YES"
488,1984,"23","WORKING CLASS","HIGH SCHOOL","FEMALE","NEVER MARRIED","WHITE","E. NOR. CENTRAL","STRONG DEMOCRAT","HAPPY","PROTESTANT","OPPOSE","BETTER","ABOUT RIGHT","TOO MUCH","ONLY SOME","ONLY SOME","A GREAT DEAL","A GREAT DEAL","2","ONLY SOME","LIBRA",1,"YES"
541,1984,"68","MIDDLE CLASS","HIGH SCHOOL","FEMALE","WIDOWED","WHITE","W. NOR. CENTRAL","NOT STR DEMOCRAT","HAPPY","PROTESTANT","OPPOSE","STAYED SAME","ABOUT RIGHT","TOO MUCH","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","2","HARDLY ANY","ARIES",1,"YES"
744,1984,"34","WORKING CLASS","LT HIGH SCHOOL","FEMALE","DIVORCED","BLACK","SOUTH ATLANTIC","NOT STR REPUBLICAN","HAPPY","PROTESTANT","OPPOSE","WORSE","TOO MUCH","ABOUT RIGHT","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","2","ONLY SOME","CAPRICORN",1,"YES"
2,1984,"33","MIDDLE CLASS","GRADUATE","FEMALE","NEVER MARRIED","WHITE","MIDDLE ATLANTIC","IND,NEAR DEM","HAPPY","PROTESTANT","OPPOSE","BETTER","ABOUT RIGHT","TOO MUCH","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","2","ONLY SOME","LIBRA",1,NA
1027,1984,"35","WORKING CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","MOUNTAIN","NOT STR DEMOCRAT","HAPPY","CATHOLIC","FAVOR","STAYED SAME","ABOUT RIGHT","TOO LITTLE","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","1","ONLY SOME","SCORPIO",1,"YES"
1418,1984,"20","WORKING CLASS","HIGH SCHOOL","MALE","NEVER MARRIED","OTHER","SOUTH ATLANTIC","NOT STR DEMOCRAT","HAPPY","PROTESTANT","FAVOR","BETTER","ABOUT RIGHT","TOO MUCH","HARDLY ANY","ONLY SOME","ONLY SOME","A GREAT DEAL","1","ONLY SOME","CAPRICORN",1,"YES"
463,1984,"65","WORKING CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","NEW ENGLAND","NOT STR DEMOCRAT","HAPPY","CATHOLIC","FAVOR","STAYED SAME","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","1","ONLY SOME","TAURUS",1,"YES"
340,1984,"53","MIDDLE CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","W. NOR. CENTRAL","NOT STR DEMOCRAT","HAPPY","CATHOLIC","OPPOSE","STAYED SAME","ABOUT RIGHT","TOO MUCH","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME","2","ONLY SOME","CAPRICORN",1,"YES"
1399,1984,"23","MIDDLE CLASS","HIGH SCHOOL","MALE","NEVER MARRIED","WHITE","SOUTH ATLANTIC","INDEPENDENT","HAPPY","CATHOLIC","FAVOR","WORSE","ABOUT RIGHT","TOO MUCH","A GREAT DEAL","ONLY SOME","HARDLY ANY","A GREAT DEAL","1","ONLY SOME","VIRGO",1,"YES"
1097,1984,"38","WORKING CLASS","BACHELOR","MALE","MARRIED","WHITE","NEW ENGLAND","NOT STR DEMOCRAT","HAPPY","CATHOLIC","OPPOSE","BETTER","ABOUT RIGHT","TOO MUCH","A GREAT DEAL","ONLY SOME","ONLY SOME","A GREAT DEAL","2","ONLY SOME","SCORPIO",1,NA
43,1984,"32","MIDDLE CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","MIDDLE ATLANTIC","NOT STR REPUBLICAN","HAPPY","PROTESTANT","FAVOR","BETTER","TOO MUCH","ABOUT RIGHT","A GREAT DEAL","ONLY SOME","ONLY SOME","A GREAT DEAL","1","ONLY SOME","CANCER",1,"YES"
191,1984,"44","WORKING CLASS","HIGH SCHOOL","FEMALE","DIVORCED","WHITE","E. NOR. CENTRAL","IND,NEAR REP","UNHAPPY","CATHOLIC","OPPOSE","WORSE","TOO LITTLE","TOO MUCH","A GREAT DEAL","ONLY SOME","A GREAT DEAL","A GREAT DEAL","2","ONLY SOME","PISCES",1,"YES"
110,1984,"36","MIDDLE CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","E. NOR. CENTRAL","IND,NEAR DEM","UNHAPPY","CATHOLIC","FAVOR","WORSE","ABOUT RIGHT","TOO MUCH","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","1","ONLY SOME","ARIES",1,"YES"
530,1984,"35","MIDDLE CLASS","BACHELOR","MALE","DIVORCED","BLACK","E. NOR. CENTRAL","NOT STR DEMOCRAT","HAPPY","PROTESTANT","FAVOR","BETTER","ABOUT RIGHT","ABOUT RIGHT","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","CAPRICORN",1,"YES"
323,1984,"26","WORKING CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","SOUTH ATLANTIC","IND,NEAR REP","HAPPY","CATHOLIC","FAVOR","STAYED SAME","ABOUT RIGHT","ABOUT RIGHT","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","VIRGO",1,"YES"
159,1984,"41","WORKING CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","MIDDLE ATLANTIC","NOT STR REPUBLICAN","HAPPY","PROTESTANT","FAVOR","STAYED SAME","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","1","ONLY SOME","LIBRA",1,"YES"
538,1984,"67","WORKING CLASS","HIGH SCHOOL","FEMALE","NEVER MARRIED","WHITE","E. NOR. CENTRAL","NOT STR REPUBLICAN","HAPPY","PROTESTANT","OPPOSE","WORSE","TOO MUCH","TOO MUCH","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","2","ONLY SOME","SAGITTARIUS",1,"YES"
574,1984,"20","WORKING CLASS","LT HIGH SCHOOL","MALE","NEVER MARRIED","WHITE","E. NOR. CENTRAL","STRONG DEMOCRAT","HAPPY","PROTESTANT","OPPOSE","BETTER","TOO MUCH","TOO MUCH","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME","2","ONLY SOME","AQUARIUS",1,"YES"
1363,1986,"77","MIDDLE CLASS","LT HIGH SCHOOL","MALE","MARRIED","WHITE","E. SOU. CENTRAL","IND,NEAR DEM","HAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO MUCH","ABOUT RIGHT","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY","1","HARDLY ANY","SAGITTARIUS",1,"YES"
252,1986,"41","MIDDLE CLASS","BACHELOR","MALE","DIVORCED","WHITE","W. SOU. CENTRAL","INDEPENDENT","HAPPY","NONE","FAVOR","BETTER","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","HARDLY ANY","ARIES",1,NA
1188,1986,"48","WORKING CLASS","HIGH SCHOOL","FEMALE","WIDOWED","WHITE","W. NOR. CENTRAL","IND,NEAR DEM","HAPPY","PROTESTANT","OPPOSE","BETTER","TOO MUCH","ABOUT RIGHT","HARDLY ANY","ONLY SOME","A GREAT DEAL","A GREAT DEAL","2","ONLY SOME","GEMINI",1,"YES"
1248,1986,"30","MIDDLE CLASS","BACHELOR","FEMALE","NEVER MARRIED","WHITE","W. NOR. CENTRAL","NOT STR REPUBLICAN","HAPPY","PROTESTANT","OPPOSE","STAYED SAME","TOO MUCH","TOO LITTLE","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","2","ONLY SOME","ARIES",1,"YES"
1067,1986,"67","MIDDLE CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","MOUNTAIN","NOT STR REPUBLICAN","HAPPY","PROTESTANT","FAVOR","BETTER","TOO MUCH","TOO MUCH","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME","1","ONLY SOME","VIRGO",1,"YES"
460,1986,"28","MIDDLE CLASS","HIGH SCHOOL","MALE","MARRIED","BLACK","MIDDLE ATLANTIC","IND,NEAR DEM","HAPPY","CATHOLIC","FAVOR","BETTER","TOO LITTLE","ABOUT RIGHT","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME","1","ONLY SOME","SAGITTARIUS",1,"YES"
347,1986,"82","LOWER CLASS","LT HIGH SCHOOL","FEMALE","MARRIED","WHITE","W. NOR. CENTRAL","IND,NEAR REP","HAPPY","PROTESTANT","OPPOSE","BETTER","TOO MUCH","TOO MUCH","A GREAT DEAL","A GREAT DEAL","ONLY SOME","ONLY SOME","2","ONLY SOME","TAURUS",1,"YES"
1049,1986,"40","MIDDLE CLASS","JUNIOR COLLEGE","MALE","MARRIED","WHITE","MOUNTAIN","IND,NEAR REP","HAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO LITTLE","TOO LITTLE","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME","1","ONLY SOME","AQUARIUS",1,"YES"
1399,1986,"55","WORKING CLASS","HIGH SCHOOL","FEMALE","WIDOWED","WHITE","SOUTH ATLANTIC","NOT STR DEMOCRAT","HAPPY","PROTESTANT","FAVOR","WORSE","TOO MUCH","TOO LITTLE","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY","1","ONLY SOME","SAGITTARIUS",1,"YES"
530,1986,"78","WORKING CLASS","LT HIGH SCHOOL","FEMALE","WIDOWED","WHITE","E. NOR. CENTRAL","NOT STR DEMOCRAT","HAPPY","PROTESTANT","FAVOR","STAYED SAME","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","1","ONLY SOME","LIBRA",1,"YES"
1143,1986,"50","LOWER CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","E. NOR. CENTRAL","INDEPENDENT","UNHAPPY","PROTESTANT","FAVOR","WORSE","TOO MUCH","TOO MUCH","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME","1","HARDLY ANY","TAURUS",1,"YES"
1385,1986,"30","MIDDLE CLASS","HIGH SCHOOL","MALE","DIVORCED","WHITE","SOUTH ATLANTIC","NOT STR REPUBLICAN","HAPPY","PROTESTANT","OPPOSE","BETTER","TOO LITTLE","TOO LITTLE","ONLY SOME","ONLY SOME","HARDLY ANY","A GREAT DEAL","2","HARDLY ANY","VIRGO",1,"YES"
1060,1986,"79","MIDDLE CLASS","LT HIGH SCHOOL","MALE","MARRIED","WHITE","MOUNTAIN","STRONG DEMOCRAT","UNHAPPY","JEWISH","FAVOR","STAYED SAME","ABOUT RIGHT","ABOUT RIGHT","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME","1","HARDLY ANY","TAURUS",1,"YES"
335,1986,"33","WORKING CLASS","JUNIOR COLLEGE","MALE","DIVORCED","WHITE","W. NOR. CENTRAL","NOT STR DEMOCRAT","HAPPY","CATHOLIC","FAVOR","BETTER","ABOUT RIGHT","TOO MUCH","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","AQUARIUS",1,"YES"
94,1986,"77","MIDDLE CLASS","HIGH SCHOOL","MALE","WIDOWED","WHITE","E. NOR. CENTRAL","STRONG REPUBLICAN","HAPPY","PROTESTANT","FAVOR","BETTER","TOO MUCH","ABOUT RIGHT","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","1","A GREAT DEAL","LIBRA",1,"NO"
903,1986,"31","WORKING CLASS","BACHELOR","FEMALE","NEVER MARRIED","WHITE","SOUTH ATLANTIC","NOT STR REPUBLICAN","HAPPY","PROTESTANT","FAVOR","BETTER","ABOUT RIGHT","TOO MUCH","ONLY SOME","ONLY SOME","HARDLY ANY","A GREAT DEAL","1","ONLY SOME","AQUARIUS",1,"YES"
1236,1986,"23","MIDDLE CLASS","BACHELOR","FEMALE","MARRIED","WHITE","W. NOR. CENTRAL","STRONG DEMOCRAT","HAPPY","CATHOLIC","FAVOR","BETTER","ABOUT RIGHT","TOO MUCH","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","PISCES",1,"YES"
986,1986,"38","UPPER CLASS","BACHELOR","FEMALE","MARRIED","WHITE","PACIFIC","INDEPENDENT","HAPPY","CATHOLIC","FAVOR","BETTER","ABOUT RIGHT","TOO MUCH","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","1","ONLY SOME","ARIES",1,"NO"
642,1986,"60","WORKING CLASS","LT HIGH SCHOOL","MALE","MARRIED","WHITE","E. NOR. CENTRAL","INDEPENDENT","UNHAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO MUCH","TOO MUCH","ONLY SOME","ONLY SOME","HARDLY ANY","A GREAT DEAL","1","ONLY SOME","PISCES",1,"YES"
1063,1986,"40","MIDDLE CLASS","BACHELOR","FEMALE","MARRIED","WHITE","MOUNTAIN","IND,NEAR REP","HAPPY","PROTESTANT","FAVOR","BETTER","ABOUT RIGHT","TOO MUCH","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME","1","ONLY SOME","VIRGO",1,"YES"
869,1986,"24","WORKING CLASS","HIGH SCHOOL","FEMALE","NEVER MARRIED","WHITE","E. SOU. CENTRAL","NOT STR DEMOCRAT","HAPPY","PROTESTANT","OPPOSE","STAYED SAME","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","2","ONLY SOME","SAGITTARIUS",1,"YES"
79,1986,"44","UPPER CLASS","GRADUATE","MALE","MARRIED","WHITE","PACIFIC","IND,NEAR DEM","UNHAPPY","NONE","FAVOR","STAYED SAME","TOO LITTLE","TOO MUCH","HARDLY ANY","HARDLY ANY","ONLY SOME","A GREAT DEAL","1","ONLY SOME","LEO",1,"NO"
652,1986,"26","MIDDLE CLASS","HIGH SCHOOL","MALE","NEVER MARRIED","WHITE","E. NOR. CENTRAL","STRONG DEMOCRAT","HAPPY","PROTESTANT","FAVOR","WORSE","TOO LITTLE","TOO MUCH","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","PISCES",1,"YES"
1317,1986,"30","WORKING CLASS","BACHELOR","FEMALE","MARRIED","WHITE","SOUTH ATLANTIC","IND,NEAR DEM","HAPPY","PROTESTANT","FAVOR","BETTER","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","1","A GREAT DEAL","SCORPIO",1,"YES"
287,1986,"50","WORKING CLASS","LT HIGH SCHOOL","MALE","MARRIED","BLACK","MIDDLE ATLANTIC","STRONG DEMOCRAT","HAPPY","PROTESTANT","FAVOR","BETTER","TOO LITTLE","TOO LITTLE","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","1","A GREAT DEAL","LEO",1,"YES"
755,1986,"23","WORKING CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","SOUTH ATLANTIC","NOT STR DEMOCRAT","UNHAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO LITTLE","TOO MUCH","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","PISCES",1,"YES"
520,1986,"70","WORKING CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","E. NOR. CENTRAL","NOT STR REPUBLICAN","HAPPY","CATHOLIC","FAVOR","BETTER","TOO MUCH","TOO MUCH","ONLY SOME","HARDLY ANY","A GREAT DEAL","A GREAT DEAL","1","ONLY SOME","ARIES",1,"NO"
1181,1986,"78","MIDDLE CLASS","LT HIGH SCHOOL","FEMALE","MARRIED","WHITE","W. NOR. CENTRAL","STRONG DEMOCRAT","HAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO MUCH","ABOUT RIGHT","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","1","A GREAT DEAL","CANCER",1,"YES"
494,1986,"48","LOWER CLASS","LT HIGH SCHOOL","FEMALE","MARRIED","WHITE","E. NOR. CENTRAL","IND,NEAR DEM","HAPPY","PROTESTANT","FAVOR","WORSE","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY","1","HARDLY ANY","TAURUS",1,"YES"
169,1986,"70","WORKING CLASS","HIGH SCHOOL","FEMALE","WIDOWED","WHITE","MIDDLE ATLANTIC","STRONG REPUBLICAN","HAPPY","PROTESTANT","FAVOR","BETTER","ABOUT RIGHT","TOO MUCH","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","1","HARDLY ANY","VIRGO",1,"NO"
402,1986,"45","MIDDLE CLASS","LT HIGH SCHOOL","FEMALE","DIVORCED","WHITE","MIDDLE ATLANTIC","OTHER PARTY","HAPPY","PROTESTANT","FAVOR","BETTER","TOO MUCH","TOO LITTLE","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY","1","ONLY SOME","PISCES",1,"YES"
542,1986,"78","WORKING CLASS","HIGH SCHOOL","FEMALE","WIDOWED","WHITE","W. NOR. CENTRAL","STRONG DEMOCRAT","HAPPY","PROTESTANT","FAVOR","STAYED SAME","ABOUT RIGHT","TOO MUCH","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME","1","ONLY SOME","SAGITTARIUS",1,"YES"
1170,1986,"33","MIDDLE CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","W. NOR. CENTRAL","NOT STR DEMOCRAT","HAPPY","CATHOLIC","FAVOR","WORSE","TOO MUCH","TOO MUCH","HARDLY ANY","HARDLY ANY","ONLY SOME","A GREAT DEAL","1","ONLY SOME","LEO",1,"YES"
1312,1986,"73","WORKING CLASS","LT HIGH SCHOOL","MALE","MARRIED","WHITE","SOUTH ATLANTIC","IND,NEAR REP","HAPPY","PROTESTANT","FAVOR","STAYED SAME","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY","1","A GREAT DEAL","SCORPIO",1,"YES"
452,1986,"43","MIDDLE CLASS","BACHELOR","FEMALE","MARRIED","WHITE","MIDDLE ATLANTIC","INDEPENDENT","HAPPY","OTHER","OPPOSE","STAYED SAME","TOO MUCH","ABOUT RIGHT","A GREAT DEAL","ONLY SOME","ONLY SOME","A GREAT DEAL","2","ONLY SOME","GEMINI",1,"YES"
1298,1986,"25","MIDDLE CLASS","LT HIGH SCHOOL","FEMALE","MARRIED","BLACK","W. SOU. CENTRAL","STRONG DEMOCRAT","HAPPY","PROTESTANT","OPPOSE","WORSE","TOO MUCH","TOO MUCH","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY","2","HARDLY ANY","LEO",1,"YES"
991,1986,"46","MIDDLE CLASS","BACHELOR","MALE","NEVER MARRIED","WHITE","PACIFIC","NOT STR REPUBLICAN","HAPPY","CATHOLIC","FAVOR","BETTER","TOO LITTLE","ABOUT RIGHT","ONLY SOME","A GREAT DEAL","HARDLY ANY","ONLY SOME","1","HARDLY ANY","SAGITTARIUS",1,"YES"
126,1986,"40","WORKING CLASS","HIGH SCHOOL","FEMALE","DIVORCED","WHITE","E. NOR. CENTRAL","STRONG DEMOCRAT","HAPPY","PROTESTANT","OPPOSE","STAYED SAME","TOO MUCH","TOO MUCH","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","2","HARDLY ANY","CAPRICORN",1,"YES"
1033,1986,"26","WORKING CLASS","LT HIGH SCHOOL","MALE","MARRIED","WHITE","PACIFIC","INDEPENDENT","HAPPY","CATHOLIC","FAVOR","BETTER","TOO LITTLE","TOO MUCH","A GREAT DEAL","ONLY SOME","HARDLY ANY","A GREAT DEAL","1","HARDLY ANY","VIRGO",1,"YES"
1386,1986,"28","WORKING CLASS","LT HIGH SCHOOL","MALE","NEVER MARRIED","BLACK","SOUTH ATLANTIC","STRONG REPUBLICAN","HAPPY","PROTESTANT","FAVOR","WORSE","TOO MUCH","ABOUT RIGHT","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME","1","HARDLY ANY","SCORPIO",1,"NO"
1019,1986,"39","WORKING CLASS","LT HIGH SCHOOL","FEMALE","DIVORCED","WHITE","PACIFIC","NOT STR DEMOCRAT","HAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO MUCH","ABOUT RIGHT","HARDLY ANY","HARDLY ANY","A GREAT DEAL","HARDLY ANY","1","ONLY SOME","AQUARIUS",1,"YES"
1251,1986,"42","MIDDLE CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","W. NOR. CENTRAL","IND,NEAR REP","HAPPY","PROTESTANT","FAVOR","BETTER","ABOUT RIGHT","TOO LITTLE","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","1","HARDLY ANY","TAURUS",1,"YES"
1129,1986,"32","WORKING CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","NEW ENGLAND","IND,NEAR DEM","HAPPY","CATHOLIC","FAVOR","BETTER","TOO MUCH","ABOUT RIGHT","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","1","ONLY SOME","VIRGO",1,"YES"
1086,1986,"28","MIDDLE CLASS","BACHELOR","MALE","MARRIED","WHITE","MIDDLE ATLANTIC","NOT STR DEMOCRAT","HAPPY","CATHOLIC","FAVOR","BETTER","ABOUT RIGHT","TOO LITTLE","HARDLY ANY","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","1","ONLY SOME","SCORPIO",1,"YES"
576,1986,"31","WORKING CLASS","HIGH SCHOOL","MALE","NEVER MARRIED","BLACK","E. NOR. CENTRAL","STRONG DEMOCRAT","HAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO MUCH","TOO MUCH","A GREAT DEAL","A GREAT DEAL","ONLY SOME","ONLY SOME","1","ONLY SOME","LEO",1,"NO"
635,1986,"36","WORKING CLASS","HIGH SCHOOL","FEMALE","DIVORCED","WHITE","E. NOR. CENTRAL","IND,NEAR DEM","HAPPY","CATHOLIC","FAVOR","STAYED SAME","TOO MUCH","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","GEMINI",1,"YES"
1207,1986,"67","WORKING CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","W. NOR. CENTRAL","NOT STR DEMOCRAT","UNHAPPY","PROTESTANT","FAVOR","BETTER","TOO MUCH","TOO MUCH","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY","1","HARDLY ANY","AQUARIUS",1,NA
1228,1986,"28","MIDDLE CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","E. NOR. CENTRAL","NOT STR REPUBLICAN","HAPPY","CATHOLIC","FAVOR","BETTER","ABOUT RIGHT","ABOUT RIGHT","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","1","A GREAT DEAL","AQUARIUS",1,"YES"
790,1986,"37","WORKING CLASS","HIGH SCHOOL","FEMALE","NEVER MARRIED","WHITE","W. SOU. CENTRAL","NOT STR DEMOCRAT","HAPPY","CATHOLIC","FAVOR","WORSE","TOO MUCH","TOO MUCH","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","CANCER",1,"NO"
